"count","ptCnt","ptid","List","TrialNum","CueDirection","SentenceDirection","StimulusType","Accuracy","MoveTime","LiftOffLatency","SentDur","ItemNumber","SentenceStimulus","Date","PostQ1","PostQ2","PostQ3","PostQ4","liftOffDiff",Grupo,,
1504,0,419,1,64,0,0,0,1,467,1795,1489,3,"Jack kicked the football to you","03/06/2017","language{.} how mind works{.} what mind receives{.}","n","n","n",306,Grupo A,,
1505,0,419,1,65,1,1,0,1,312,1992,1600,36,"You confessed your secret to Dan","03/06/2017","language{.} how mind works{.} what mind receives{.}","n","n","n",392,Grupo A,,
1508,0,419,1,68,1,1,0,1,328,2058,1856,33,"You transmitted the orders to Sara","03/06/2017","language{.} how mind works{.} what mind receives{.}","n","n","n",202,Grupo A,,
1510,0,419,1,70,1,0,0,1,254,1777,1369,14,"Jenni sang you a song","03/06/2017","language{.} how mind works{.} what mind receives{.}","n","n","n",408,Grupo A,,
1511,0,419,1,71,1,1,0,1,266,1574,1310,39,"You told Liz the story","03/06/2017","language{.} how mind works{.} what mind receives{.}","n","n","n",264,Grupo A,,
1515,0,419,1,75,0,1,0,1,394,2106,1567,25,"You handed the puppy to Katie","03/06/2017","language{.} how mind works{.} what mind receives{.}","n","n","n",539,Grupo A,,
1524,0,420,3,4,0,0,0,1,152,1977,1684,2,"Vincent donated money to you","03/10/2017","listening","n","n","n",293,Grupo A,,
1530,0,420,3,10,1,1,0,1,140,2173,1837,31,"You bestowed the honor upon Art","03/10/2017","listening","n","n","n",336,Grupo A,,
1531,0,420,3,11,0,0,0,1,142,1910,1347,9,"Mike rolled you the marble","03/10/2017","listening","n","n","n",563,Grupo A,,
1533,0,420,3,13,0,0,0,1,151,2096,1473,10,"Your dad poured you some water","03/10/2017","listening","n","n","n",623,Grupo A,,
1537,0,420,3,17,0,1,0,1,148,1791,1439,26,"You bought Christine ice cream","03/10/2017","listening","n","n","n",352,Grupo A,,
1539,0,420,3,19,1,1,0,1,223,1894,1507,40,"You pitched Andy the idea","03/10/2017","listening","n","n","n",387,Grupo A,,
1540,0,420,3,20,1,0,0,1,178,1617,1277,19,"Liz told you the story","03/10/2017","listening","n","n","n",340,Grupo A,,
1542,0,420,3,22,1,1,0,1,139,1916,1390,34,"You sang Jenni a song","03/10/2017","listening","n","n","n",526,Grupo A,,
1545,0,420,3,25,1,1,0,1,131,2115,1579,37,"You offered Chris some writing tips","03/10/2017","listening","n","n","n",536,Grupo A,,
1548,0,420,3,28,0,1,0,1,184,2225,1744,30,"You conveyed the message to Adam","03/10/2017","listening","n","n","n",481,Grupo A,,
1549,0,420,3,29,1,0,0,1,167,2472,2138,15,"Anna transferred responsibility to you","03/10/2017","listening","n","n","n",334,Grupo A,,
1551,0,420,3,31,1,0,0,1,125,1779,1304,18,"Amanda paid you tribute","03/10/2017","listening","n","n","n",475,Grupo A,,
1554,0,420,3,34,1,1,0,1,183,1419,1126,39,"You taught him a lesson","03/10/2017","listening","n","n","n",293,Grupo A,,
1557,0,420,3,37,1,0,0,1,147,1831,1501,12,"Mike sold the land to you","03/10/2017","listening","n","n","n",330,Grupo A,,
1560,0,420,3,40,1,1,0,1,151,2087,1647,32,"You devoted your time to Tiana","03/10/2017","listening","n","n","n",440,Grupo A,,
1562,0,420,3,42,1,0,0,1,180,2139,1874,13,"Sara transmitted the orders to you","03/10/2017","listening","n","n","n",265,Grupo A,,
1567,0,420,3,47,1,0,0,1,149,2560,2184,14,"The policeman radioed the message to you","03/10/2017","listening","n","n","n",376,Grupo A,,
1570,0,420,3,50,1,0,0,1,149,1501,1647,16,"Dan confessed his secret to you","03/10/2017","listening","n","n","n",-146,Grupo A,,
1571,0,420,3,51,1,0,0,1,143,1668,1002,11,"Heather slipped you a note","03/10/2017","listening","n","n","n",666,Grupo A,,
1576,0,420,3,56,1,0,0,1,148,2028,1724,17,"You received the complaint from Ian","03/10/2017","listening","n","n","n",304,Grupo A,,
1577,0,420,3,57,0,0,0,1,116,2177,1523,7,"Joe kicked you the soccer ball","03/10/2017","listening","n","n","n",654,Grupo A,,
1581,0,420,3,61,0,1,0,1,189,1579,1321,24,"You drove the car to Amber","03/10/2017","listening","n","n","n",258,Grupo A,,
1583,0,420,3,63,0,1,0,1,113,2054,1746,25,"You dispensed the rations to Kelly","03/10/2017","listening","n","n","n",308,Grupo A,,
1589,0,420,3,69,1,0,0,1,155,1805,1371,20,"Your family sent you regards","03/10/2017","listening","n","n","n",434,Grupo A,,
1593,0,420,3,73,0,1,0,1,155,2146,1511,28,"You handed Courtney the notebook","03/10/2017","listening","n","n","n",635,Grupo A,,
1594,0,420,3,74,1,1,0,1,146,1766,1796,36,"You lavished Steve with praise","03/10/2017","listening","n","n","n",-30,Grupo A,,
1595,0,420,3,75,0,0,0,1,108,1908,1579,5,"Katie handed the puppy to you","03/10/2017","listening","n","n","n",329,Grupo A,,
1598,0,420,3,78,0,0,0,1,157,1558,1233,6,"Diane threw you the pen","03/10/2017","listening","n","n","n",325,Grupo A,,
1599,0,420,3,79,0,0,0,1,194,1791,1646,1,"Alex forked over the cash to you","03/10/2017","listening","n","n","n",145,Grupo A,,
1600,0,420,3,80,0,1,0,1,97,1841,1681,21,"You delivered the Pizza to Andy","03/10/2017","listening","n","n","n",160,Grupo A,,
1602,0,421,3,2,0,0,0,1,946,1774,1233,6,"Diane threw you the pen","03/12/2017","the responsability people had as regards different actions{.} who did what and to whom{.}","n","n","n",541,Grupo A,,
1604,0,421,3,4,1,1,0,1,339,1963,1579,37,"You offered Chris some writing tips","03/12/2017","the responsability people had as regards different actions{.} who did what and to whom{.}","n","n","n",384,Grupo A,,
1612,0,421,3,12,1,0,0,1,358,1679,1501,12,"Mike sold the land to you","03/12/2017","the responsability people had as regards different actions{.} who did what and to whom{.}","n","n","n",178,Grupo A,,
1614,0,421,3,14,0,0,0,1,358,2077,1523,7,"Joe kicked you the soccer ball","03/12/2017","the responsability people had as regards different actions{.} who did what and to whom{.}","n","n","n",554,Grupo A,,
1617,0,421,3,17,0,1,0,1,1322,1876,1483,23,"You kicked the football to Jack","03/12/2017","the responsability people had as regards different actions{.} who did what and to whom{.}","n","n","n",393,Grupo A,,
1621,0,421,3,21,1,1,0,1,266,2170,1507,40,"You pitched Andy the idea","03/12/2017","the responsability people had as regards different actions{.} who did what and to whom{.}","n","n","n",663,Grupo A,,
1624,0,421,3,24,0,0,0,1,265,1826,1347,9,"Mike rolled you the marble","03/12/2017","the responsability people had as regards different actions{.} who did what and to whom{.}","n","n","n",479,Grupo A,,
1628,0,421,3,28,0,1,0,1,282,2218,1744,30,"You conveyed the message to Adam","03/12/2017","the responsability people had as regards different actions{.} who did what and to whom{.}","n","n","n",474,Grupo A,,
1630,0,421,3,30,1,0,0,1,339,2221,1371,20,"Your family sent you regards","03/12/2017","the responsability people had as regards different actions{.} who did what and to whom{.}","n","n","n",850,Grupo A,,
1631,0,421,3,31,0,0,0,1,288,2674,1579,5,"Katie handed the puppy to you","03/12/2017","the responsability people had as regards different actions{.} who did what and to whom{.}","n","n","n",1095,Grupo A,,
1634,0,421,3,34,0,1,0,1,315,1803,1439,26,"You bought Christine ice cream","03/12/2017","the responsability people had as regards different actions{.} who did what and to whom{.}","n","n","n",364,Grupo A,,
1636,0,421,3,36,0,0,0,1,359,2005,1684,2,"Vincent donated money to you","03/12/2017","the responsability people had as regards different actions{.} who did what and to whom{.}","n","n","n",321,Grupo A,,
1637,0,421,3,37,1,1,0,1,375,1921,1639,33,"You dedicated the song to John","03/12/2017","the responsability people had as regards different actions{.} who did what and to whom{.}","n","n","n",282,Grupo A,,
1641,0,421,3,41,0,1,0,1,214,3197,1321,24,"You drove the car to Amber","03/12/2017","the responsability people had as regards different actions{.} who did what and to whom{.}","n","n","n",1876,Grupo A,,
1645,0,421,3,45,1,0,0,1,283,1850,1002,11,"Heather slipped you a note","03/12/2017","the responsability people had as regards different actions{.} who did what and to whom{.}","n","n","n",848,Grupo A,,
1647,0,421,3,47,1,0,0,1,408,2134,1724,17,"You received the complaint from Ian","03/12/2017","the responsability people had as regards different actions{.} who did what and to whom{.}","n","n","n",410,Grupo A,,
1650,0,421,3,50,1,1,0,1,348,2141,1647,32,"You devoted your time to Tiana","03/12/2017","the responsability people had as regards different actions{.} who did what and to whom{.}","n","n","n",494,Grupo A,,
1652,0,421,3,52,0,0,0,1,648,1929,1693,4,"Jeff entrusted the key to you","03/12/2017","the responsability people had as regards different actions{.} who did what and to whom{.}","n","n","n",236,Grupo A,,
1656,0,421,3,56,0,1,0,1,508,1754,1485,22,"You awarded a medal to Helen","03/12/2017","the responsability people had as regards different actions{.} who did what and to whom{.}","n","n","n",269,Grupo A,,
1657,0,421,3,57,1,1,0,1,448,1898,1307,38,"You blew your sister a kiss","03/12/2017","the responsability people had as regards different actions{.} who did what and to whom{.}","n","n","n",591,Grupo A,,
1660,0,421,3,60,1,1,0,1,366,1364,1126,39,"You taught him a lesson","03/12/2017","the responsability people had as regards different actions{.} who did what and to whom{.}","n","n","n",238,Grupo A,,
1662,0,421,3,62,1,0,0,1,397,1988,1304,18,"Amanda paid you tribute","03/12/2017","the responsability people had as regards different actions{.} who did what and to whom{.}","n","n","n",684,Grupo A,,
1664,0,421,3,64,1,0,0,1,388,2468,2184,14,"The policeman radioed the message to you","03/12/2017","the responsability people had as regards different actions{.} who did what and to whom{.}","n","n","n",284,Grupo A,,
1665,0,421,3,65,1,0,0,1,361,2270,2138,15,"Anna transferred responsibility to you","03/12/2017","the responsability people had as regards different actions{.} who did what and to whom{.}","n","n","n",132,Grupo A,,
1667,0,421,3,67,1,0,0,1,374,2078,1874,13,"Sara transmitted the orders to you","03/12/2017","the responsability people had as regards different actions{.} who did what and to whom{.}","n","n","n",204,Grupo A,,
1668,0,421,3,68,1,0,0,1,441,1569,1277,19,"Liz told you the story","03/12/2017","the responsability people had as regards different actions{.} who did what and to whom{.}","n","n","n",292,Grupo A,,
1671,0,421,3,71,0,0,0,1,413,2049,1473,10,"Your dad poured you some water","03/12/2017","the responsability people had as regards different actions{.} who did what and to whom{.}","n","n","n",576,Grupo A,,
1673,0,421,3,73,0,1,0,1,374,2059,1681,21,"You delivered the Pizza to Andy","03/12/2017","the responsability people had as regards different actions{.} who did what and to whom{.}","n","n","n",378,Grupo A,,
1674,0,421,3,74,1,0,0,1,407,2054,1647,16,"Dan confessed his secret to you","03/12/2017","the responsability people had as regards different actions{.} who did what and to whom{.}","n","n","n",407,Grupo A,,
1676,0,421,3,76,0,1,0,1,340,1729,1511,28,"You handed Courtney the notebook","03/12/2017","the responsability people had as regards different actions{.} who did what and to whom{.}","n","n","n",218,Grupo A,,
1677,0,421,3,77,0,0,0,1,453,2144,1646,1,"Alex forked over the cash to you","03/12/2017","the responsability people had as regards different actions{.} who did what and to whom{.}","n","n","n",498,Grupo A,,
1679,0,421,3,79,1,1,0,1,286,2041,1635,35,"You gave Jesse another chance","03/12/2017","the responsability people had as regards different actions{.} who did what and to whom{.}","n","n","n",406,Grupo A,,
1680,0,421,3,80,0,0,0,1,638,2548,1460,3,"Mark dealt the cards to you","03/12/2017","the responsability people had as regards different actions{.} who did what and to whom{.}","n","n","n",1088,Grupo A,,
1686,0,422,2,6,0,0,0,1,230,2990,1733,16,"Steve lavished you with praise","03/13/2017","verb processing and comprehension","n","y","n",1257,Grupo A,,
1690,0,422,2,10,0,0,0,1,314,1971,1508,17,"Chris offered you some writing tips","03/13/2017","verb processing and comprehension","n","y","n",463,Grupo A,,
1694,0,422,2,14,0,1,0,1,305,1899,1270,38,"You paid Amanda tribute","03/13/2017","verb processing and comprehension","n","y","n",629,Grupo A,,
1695,0,422,2,15,0,1,0,1,240,1493,1310,39,"You told Liz the story","03/13/2017","verb processing and comprehension","n","y","n",183,Grupo A,,
1697,0,422,2,17,0,1,0,1,245,1938,1724,37,"Ian received the complaint from you","03/13/2017","verb processing and comprehension","n","y","n",214,Grupo A,,
1700,0,422,2,20,1,1,0,1,217,2276,1186,26,"You threw Diane the pen","03/13/2017","verb processing and comprehension","n","y","n",1090,Grupo A,,
1701,0,422,2,21,1,1,0,1,231,2269,1364,29,"You rolled Mike the marble","03/13/2017","verb processing and comprehension","n","y","n",905,Grupo A,,
1704,0,422,2,24,1,1,0,1,177,3139,1422,23,"You dealt the cards to Mark","03/13/2017","verb processing and comprehension","n","y","n",1717,Grupo A,,
1707,0,422,2,27,0,1,0,1,233,2215,2065,34,"You radioed the message to the policeman","03/13/2017","verb processing and comprehension","n","y","n",150,Grupo A,,
1713,0,422,2,33,0,0,0,1,251,1915,1369,14,"Jenni sang you a song","03/13/2017","verb processing and comprehension","n","y","n",546,Grupo A,,
1716,0,422,2,36,1,1,0,1,226,1985,1634,24,"You entrusted the key to Jeff","03/13/2017","verb processing and comprehension","n","y","n",351,Grupo A,,
1718,0,422,2,38,1,0,0,1,247,2075,1322,9,"Paul hit you the baseball","03/13/2017","verb processing and comprehension","n","y","n",753,Grupo A,,
1720,0,422,2,40,0,1,0,1,246,2219,2034,35,"You transferred responsibility to Anna","03/13/2017","verb processing and comprehension","n","y","n",185,Grupo A,,
1721,0,422,2,41,1,0,0,1,227,2048,1503,1,"Andy delivered the pizza to you","03/13/2017","verb processing and comprehension","n","y","n",545,Grupo A,,
1722,0,422,2,42,0,0,0,1,157,2121,1746,12,"Tiana devoted her time to you","03/13/2017","verb processing and comprehension","n","y","n",375,Grupo A,,
1723,0,422,2,43,1,0,0,1,250,2024,1559,8,"Courtney handed you the notebook","03/13/2017","verb processing and comprehension","n","y","n",465,Grupo A,,
1726,0,422,2,46,1,0,0,1,214,2066,1704,10,"Adam conveyed the message to you","03/13/2017","verb processing and comprehension","n","y","n",362,Grupo A,,
1727,0,422,2,47,1,0,0,1,198,1973,1396,6,"Christine bought you ice cream","03/13/2017","verb processing and comprehension","n","y","n",577,Grupo A,,
1733,0,422,2,53,0,1,0,1,224,1994,1407,40,"You sent your family regards","03/13/2017","verb processing and comprehension","n","y","n",587,Grupo A,,
1734,0,422,2,54,0,0,0,1,254,1482,1698,15,"Jesse gave you another chance","03/13/2017","verb processing and comprehension","n","y","n",-216,Grupo A,,
1739,0,422,2,59,1,1,0,1,228,2152,1620,28,"You shot Shawn the rubber band","03/13/2017","verb processing and comprehension","n","y","n",532,Grupo A,,
1740,0,422,2,60,1,1,0,1,287,4373,1427,30,"You poured your dad some water","03/13/2017","verb processing and comprehension","n","y","n",2946,Grupo A,,
1741,0,422,2,61,1,1,0,1,290,1945,1637,22,"You donated money to Vincent","03/13/2017","verb processing and comprehension","n","y","n",308,Grupo A,,
1744,0,422,2,64,0,1,0,1,245,2973,1856,33,"You transmitted the orders to Sara","03/13/2017","verb processing and comprehension","n","y","n",1117,Grupo A,,
1745,0,422,2,65,0,0,0,1,175,1274,1022,19,"He taught you a lesson","03/13/2017","verb processing and comprehension","n","y","n",252,Grupo A,,
1747,0,422,2,67,0,0,0,1,184,2094,1472,20,"Andy pitched you the idea","03/13/2017","verb processing and comprehension","n","y","n",622,Grupo A,,
1749,0,422,2,69,1,1,0,1,181,1873,1567,25,"You handed the puppy to Katie","03/13/2017","verb processing and comprehension","n","y","n",306,Grupo A,,
1752,0,422,2,72,1,0,0,1,195,2691,1875,5,"Kelly dispensed the rations to you","03/13/2017","verb processing and comprehension","n","y","n",816,Grupo A,,
1753,0,422,2,73,1,0,0,1,191,1825,1534,2,"Helen awarded a medal to you","03/13/2017","verb processing and comprehension","n","y","n",291,Grupo A,,
1754,0,422,2,74,0,1,0,1,186,1622,1371,32,"You sold the land to Mike","03/13/2017","verb processing and comprehension","n","y","n",251,Grupo A,,
1756,0,422,2,76,1,0,0,1,207,2019,1433,4,"Amber drove the car to you","03/13/2017","verb processing and comprehension","n","y","n",586,Grupo A,,
1760,0,422,2,80,0,0,0,1,169,1939,1696,13,"John dedicated the song to you","03/13/2017","verb processing and comprehension","n","y","n",243,Grupo A,,
1761,1,423,4,1,1,0,0,1,287,3654,1473,10,"Your dad poured you some water","03/21/2017","comprehension and reaction","n","n","n",2181,Grupo B,,
1763,0,423,4,3,1,0,0,1,316,3556,1693,4,"Jeff entrusted the key to you","03/21/2017","comprehension and reaction","n","n","n",1863,Grupo B,,
1764,0,423,4,4,0,0,0,1,325,3907,1501,12,"Mike sold the land to you","03/21/2017","comprehension and reaction","n","n","n",2406,Grupo B,,
1767,0,423,4,7,0,1,0,1,293,3732,1507,40,"You pitched Andy the idea","03/21/2017","comprehension and reaction","n","n","n",2225,Grupo B,,
1768,0,423,4,8,0,0,0,1,347,2671,1277,19,"Liz told you the story","03/21/2017","comprehension and reaction","n","n","n",1394,Grupo B,,
1769,0,423,4,9,1,1,0,1,304,3813,1511,28,"You handed Courtney the notebook","03/21/2017","comprehension and reaction","n","n","n",2302,Grupo B,,
1772,0,423,4,12,0,1,0,1,378,2780,1639,33,"You dedicated the song to John","03/21/2017","comprehension and reaction","n","n","n",1141,Grupo B,,
1773,0,423,4,13,0,1,0,1,524,2345,1390,34,"You sang Jenni a song","03/21/2017","comprehension and reaction","n","n","n",955,Grupo B,,
1776,0,423,4,16,1,1,0,1,423,2194,1681,21,"You delivered the Pizza to Andy","03/21/2017","comprehension and reaction","n","n","n",513,Grupo B,,
1788,0,423,4,28,0,0,0,1,298,2834,1304,18,"Amanda paid you tribute","03/21/2017","comprehension and reaction","n","n","n",1530,Grupo B,,
1789,0,423,4,29,0,0,0,1,329,3958,1874,13,"Sara transmitted the orders to you","03/21/2017","comprehension and reaction","n","n","n",2084,Grupo B,,
1791,0,423,4,31,1,1,0,1,296,3805,2109,27,"You slid Sally the cafeteria tray","03/21/2017","comprehension and reaction","n","n","n",1696,Grupo B,,
1792,0,423,4,32,1,0,0,1,353,2333,1684,2,"Vincent donated money to you","03/21/2017","comprehension and reaction","n","n","n",649,Grupo B,,
1793,0,423,4,33,0,1,0,1,328,2075,1579,37,"You offered Chris some writing tips","03/21/2017","comprehension and reaction","n","n","n",496,Grupo B,,
1794,0,423,4,34,0,0,0,1,289,2196,1002,11,"Heather slipped you a note","03/21/2017","comprehension and reaction","n","n","n",1194,Grupo B,,
1795,0,423,4,35,1,0,0,1,302,3036,1579,5,"Katie handed the puppy to you","03/21/2017","comprehension and reaction","n","n","n",1457,Grupo B,,
1798,0,423,4,38,1,0,0,1,334,2081,1523,7,"Joe kicked you the soccer ball","03/21/2017","comprehension and reaction","n","n","n",558,Grupo B,,
1800,0,423,4,40,0,0,0,1,335,3001,2138,15,"Anna transferred responsibility to you","03/21/2017","comprehension and reaction","n","n","n",863,Grupo B,,
1802,0,423,4,42,0,0,0,1,313,2789,1371,20,"Your family sent you regards","03/21/2017","comprehension and reaction","n","n","n",1418,Grupo B,,
