"count","ptCnt","ptid","List","TrialNum","CueDirection","SentenceDirection","StimulusType","Accuracy","MoveTime","LiftOffLatency","SentDur","ItemNumber","SentenceStimulus","liftOffDiff","Compatibilidad",Grupo Lift Off,Grupo Lift Off Diff,Grupo MoveTime
1040,0,413,3,80,1,0,0,1,368,2825,2184,14,"The policeman radioed the message to you",641,0,Grupo B,Grupo B,Grupo A
1041,1,414,4,1,0,0,0,1,211,1437,1371,20,"Your family sent you regards",66,1,Grupo A,Grupo A,Grupo B
1042,0,414,4,2,0,0,0,1,2571,4289,1647,16,"Dan confessed his secret to you",2642,1,Grupo A,Grupo A,Grupo B
1043,0,414,4,3,0,1,0,1,217,1984,1837,31,"You bestowed the honor upon Art",147,0,Grupo A,Grupo A,Grupo B
1044,0,414,4,4,1,1,0,1,208,1937,2109,27,"You slid Sally the cafeteria tray",-172,1,Grupo A,Grupo A,Grupo B
1045,0,414,4,5,0,0,0,1,263,1489,1277,19,"Liz told you the story",212,1,Grupo A,Grupo A,Grupo B
1046,0,414,4,6,0,1,0,1,181,2452,1579,37,"You offered Chris some writing tips",873,0,Grupo A,Grupo A,Grupo B
1047,0,414,4,7,1,0,0,1,202,1815,1623,8,"Shawn shot you the rubber band",192,0,Grupo A,Grupo A,Grupo B
1051,0,414,4,11,1,1,0,1,243,1789,1321,24,"You drove the car to Amber",468,1,Grupo A,Grupo A,Grupo B
1061,0,414,4,21,1,0,0,1,231,1740,1473,10,"Your dad poured you some water",267,0,Grupo A,Grupo A,Grupo B
1067,0,414,4,27,0,0,0,1,278,2702,1874,13,"Sara transmitted the orders to you",828,1,Grupo A,Grupo A,Grupo B
1070,0,414,4,30,0,0,0,1,257,2436,1501,12,"Mike sold the land to you",935,1,Grupo A,Grupo A,Grupo B
1082,0,414,4,42,0,1,0,1,383,2302,1639,33,"You dedicated the song to John",663,0,Grupo A,Grupo A,Grupo B
1083,0,414,4,43,1,1,0,1,256,1759,1511,28,"You handed Courtney the notebook",248,1,Grupo A,Grupo A,Grupo B
1090,0,414,4,50,1,0,0,1,297,1722,1347,9,"Mike rolled you the marble",375,0,Grupo A,Grupo A,Grupo B
1103,0,414,4,63,1,1,0,1,220,2617,1681,21,"You delivered the Pizza to Andy",936,1,Grupo A,Grupo A,Grupo B
1104,0,414,4,64,1,0,0,1,247,1840,1579,5,"Katie handed the puppy to you",261,0,Grupo A,Grupo A,Grupo B
1110,0,414,4,70,0,0,0,1,200,2344,2138,15,"Anna transferred responsibility to you",206,1,Grupo A,Grupo A,Grupo B
1114,0,414,4,74,0,1,0,1,200,1977,1390,34,"You sang Jenni a song",587,0,Grupo A,Grupo A,Grupo B
1116,0,414,4,76,0,1,0,1,198,1998,1635,35,"You gave Jesse another chance",363,0,Grupo A,Grupo A,Grupo B
1118,0,414,4,78,0,1,0,1,138,2378,1126,39,"You taught him a lesson",1252,0,Grupo A,Grupo A,Grupo B
1123,0,415,1,3,1,1,0,1,322,2005,1724,37,"Ian received the complaint from you",281,1,Grupo A,Grupo A,Grupo A
1124,0,415,1,4,1,0,0,1,355,1900,1022,19,"He taught you a lesson",878,0,Grupo A,Grupo A,Grupo A
1125,0,415,1,5,1,0,0,1,239,2175,1698,15,"Jesse gave you another chance",477,0,Grupo A,Grupo A,Grupo A
1126,0,415,1,6,1,0,0,1,236,2549,1390,18,"Your sister blew you a kiss",1159,0,Grupo A,Grupo A,Grupo A
1131,0,415,1,11,1,1,0,1,339,1662,1270,38,"You paid Amanda tribute",392,1,Grupo A,Grupo A,Grupo A
1135,0,415,1,15,1,1,0,1,338,1722,1371,32,"You sold the land to Mike",351,1,Grupo A,Grupo A,Grupo A
1136,0,415,1,16,1,0,0,1,306,1610,1369,14,"Jenni sang you a song",241,0,Grupo A,Grupo A,Grupo A
1139,0,415,1,19,0,0,0,1,329,2052,1489,3,"Jack kicked the football to you",563,1,Grupo A,Grupo A,Grupo A
1147,0,415,1,27,1,1,0,1,271,1761,1407,40,"You sent your family regards",354,1,Grupo A,Grupo A,Grupo A
1148,0,415,1,28,0,0,0,1,248,1721,1503,1,"Andy delivered the pizza to you",218,1,Grupo A,Grupo A,Grupo A
1149,0,415,1,29,1,0,0,1,256,2184,1508,17,"Chris offered you some writing tips",676,0,Grupo A,Grupo A,Grupo A
1150,0,415,1,30,0,0,0,1,160,3126,1926,7,"Sally slid you the cafeteria tray",1200,1,Grupo A,Grupo A,Grupo A
1153,0,415,1,33,1,1,0,1,214,2746,1856,33,"You transmitted the orders to Sara",890,1,Grupo A,Grupo A,Grupo A
1154,0,415,1,34,1,0,0,1,240,3165,1733,16,"Steve lavished you with praise",1432,0,Grupo A,Grupo A,Grupo A
1156,0,415,1,36,0,1,0,1,302,1596,1186,26,"You threw Diane the pen",410,0,Grupo A,Grupo A,Grupo A
1157,0,415,1,37,1,0,0,1,269,2003,1696,13,"John dedicated the song to you",307,0,Grupo A,Grupo A,Grupo A
1161,0,415,1,41,0,0,0,1,213,1825,1534,2,"Helen awarded a medal to you",291,1,Grupo A,Grupo A,Grupo A
1162,0,415,1,42,0,0,0,1,255,1600,1396,6,"Christine bought you ice cream",204,1,Grupo A,Grupo A,Grupo A
1166,0,415,1,46,0,1,0,1,194,1988,1637,22,"You donated money to Vincent",351,0,Grupo A,Grupo A,Grupo A
1168,0,415,1,48,1,1,0,1,289,2103,1310,39,"You told Liz the story",793,1,Grupo A,Grupo A,Grupo A
1170,0,415,1,50,0,0,0,1,262,1837,1704,10,"Adam conveyed the message to you",133,1,Grupo A,Grupo A,Grupo A
1172,0,415,1,52,0,1,0,1,207,1827,1567,25,"You handed the puppy to Katie",260,0,Grupo A,Grupo A,Grupo A
1178,0,415,1,58,0,1,0,1,169,2159,1645,27,"You kicked Joe the soccer ball",514,0,Grupo A,Grupo A,Grupo A
1181,0,415,1,61,1,1,0,1,285,2827,2065,34,"You radioed the message to the policeman",762,1,Grupo A,Grupo A,Grupo A
1182,0,415,1,62,1,1,0,1,257,1827,1600,36,"You confessed your secret to Dan",227,1,Grupo A,Grupo A,Grupo A
1185,0,415,1,65,0,1,0,1,183,2254,1634,24,"You entrusted the key to Jeff",620,0,Grupo A,Grupo A,Grupo A
1189,0,415,1,69,0,0,0,1,211,2547,1559,8,"Courtney handed you the notebook",988,1,Grupo A,Grupo A,Grupo A
1197,0,415,1,77,0,1,0,1,204,2480,1427,30,"You poured your dad some water",1053,0,Grupo A,Grupo A,Grupo A
1199,0,415,1,79,1,0,0,1,248,2154,1746,12,"Tiana devoted her time to you",408,0,Grupo A,Grupo A,Grupo A
1200,0,415,1,80,0,0,0,1,160,4119,1322,9,"Paul hit you the baseball",2797,1,Grupo A,Grupo A,Grupo A
1204,0,416,2,4,0,0,0,1,220,2022,1733,16,"Steve lavished you with praise",289,1,Grupo A,Grupo A,Grupo A
1209,0,416,2,9,0,1,0,1,190,1902,1600,36,"You confessed your secret to Dan",302,0,Grupo A,Grupo A,Grupo A
1212,0,416,2,12,0,0,0,1,188,2086,1805,11,"Art bestowed the honor upon you",281,1,Grupo A,Grupo A,Grupo A
1216,0,416,2,16,1,1,0,1,176,1684,1637,22,"You donated money to Vincent",47,1,Grupo A,Grupo A,Grupo A
1218,0,416,2,18,0,0,0,1,215,1815,1369,14,"Jenni sang you a song",446,1,Grupo A,Grupo A,Grupo A
1220,0,416,2,20,0,1,0,1,187,2163,2034,35,"You transferred responsibility to Anna",129,0,Grupo A,Grupo A,Grupo A
1221,0,416,2,21,0,1,0,1,194,1631,1270,38,"You paid Amanda tribute",361,0,Grupo A,Grupo A,Grupo A
1222,0,416,2,22,0,0,0,1,201,1383,1022,19,"He taught you a lesson",361,1,Grupo A,Grupo A,Grupo A
1223,0,416,2,23,0,1,0,1,201,1584,1371,32,"You sold the land to Mike",213,0,Grupo A,Grupo A,Grupo A
1231,0,416,2,31,1,1,0,1,222,1726,1567,25,"You handed the puppy to Katie",159,1,Grupo A,Grupo A,Grupo A
1234,0,416,2,34,0,1,0,1,257,1588,1310,39,"You told Liz the story",278,0,Grupo A,Grupo A,Grupo A
1236,0,416,2,36,1,0,0,1,238,1860,1704,10,"Adam conveyed the message to you",156,0,Grupo A,Grupo A,Grupo A
1237,0,416,2,37,1,1,0,1,183,1647,1620,28,"You shot Shawn the rubber band",27,1,Grupo A,Grupo A,Grupo A
1238,0,416,2,38,0,0,0,1,262,1791,1746,12,"Tiana devoted her time to you",45,1,Grupo A,Grupo A,Grupo A
1240,0,416,2,40,1,1,0,1,296,1810,1427,30,"You poured your dad some water",383,1,Grupo A,Grupo A,Grupo A
1241,0,416,2,41,1,0,0,1,223,1742,1503,1,"Andy delivered the pizza to you",239,0,Grupo A,Grupo A,Grupo A
1242,0,416,2,42,1,0,0,1,240,2781,1534,2,"Helen awarded a medal to you",1247,0,Grupo A,Grupo A,Grupo A
1250,0,416,2,50,0,0,0,1,235,1897,1508,17,"Chris offered you some writing tips",389,1,Grupo A,Grupo A,Grupo A
1252,0,416,2,52,0,1,0,1,221,2502,2065,34,"You radioed the message to the policeman",437,0,Grupo A,Grupo A,Grupo A
1253,0,416,2,53,1,0,0,1,256,1951,1433,4,"Amber drove the car to you",518,0,Grupo A,Grupo A,Grupo A
1254,0,416,2,54,1,1,0,1,251,1901,1634,24,"You entrusted the key to Jeff",267,1,Grupo A,Grupo A,Grupo A
1258,0,416,2,58,0,0,0,1,259,1590,1696,13,"John dedicated the song to you",-106,1,Grupo A,Grupo A,Grupo A
1259,0,416,2,59,0,0,0,1,268,1918,1472,20,"Andy pitched you the idea",446,1,Grupo A,Grupo A,Grupo A
1262,0,416,2,62,1,0,0,1,245,1643,1322,9,"Paul hit you the baseball",321,0,Grupo A,Grupo A,Grupo A
1264,0,416,2,64,0,1,0,1,314,1897,1724,37,"Ian received the complaint from you",173,0,Grupo A,Grupo A,Grupo A
1265,0,416,2,65,1,1,0,1,284,2212,1645,27,"You kicked Joe the soccer ball",567,1,Grupo A,Grupo A,Grupo A
1269,0,416,2,69,1,0,0,1,268,1808,1559,8,"Courtney handed you the notebook",249,0,Grupo A,Grupo A,Grupo A
1272,0,416,2,72,0,0,0,1,296,1670,1698,15,"Jesse gave you another chance",-28,1,Grupo A,Grupo A,Grupo A
1273,0,416,2,73,1,0,0,1,226,2561,1926,7,"Sally slid you the cafeteria tray",635,0,Grupo A,Grupo A,Grupo A
1275,0,416,2,75,1,1,0,1,275,1643,1186,26,"You threw Diane the pen",457,1,Grupo A,Grupo A,Grupo A
1277,0,416,2,77,0,1,0,1,299,1994,1856,33,"You transmitted the orders to Sara",138,0,Grupo A,Grupo A,Grupo A
1278,0,416,2,78,1,0,0,1,256,1556,1396,6,"Christine bought you ice cream",160,0,Grupo A,Grupo A,Grupo A
1279,0,416,2,79,0,1,0,1,283,1663,1407,40,"You sent your family regards",256,0,Grupo A,Grupo A,Grupo A
1282,0,417,4,2,0,1,0,1,347,1823,1390,34,"You sang Jenni a song",433,0,Grupo B,Grupo B,Grupo A
1285,0,417,4,5,0,1,0,1,216,1523,1126,39,"You taught him a lesson",397,0,Grupo B,Grupo B,Grupo A
1286,0,417,4,6,0,0,0,1,200,1998,1647,16,"Dan confessed his secret to you",351,1,Grupo B,Grupo B,Grupo A
1287,0,417,4,7,1,0,0,1,177,1813,1460,3,"Mark dealt the cards to you",353,0,Grupo B,Grupo B,Grupo A
1288,0,417,4,8,0,0,0,1,513,1553,1277,19,"Liz told you the story",276,1,Grupo B,Grupo B,Grupo A
1290,0,417,4,10,0,0,0,1,238,1976,1724,17,"You received the complaint from Ian",252,1,Grupo B,Grupo B,Grupo A
1293,0,417,4,13,1,0,0,1,183,1867,1523,7,"Joe kicked you the soccer ball",344,0,Grupo B,Grupo B,Grupo A
1294,0,417,4,14,1,1,0,1,220,1995,1744,30,"You conveyed the message to Adam",251,1,Grupo B,Grupo B,Grupo A
1295,0,417,4,15,1,1,0,1,314,1790,1321,24,"You drove the car to Amber",469,1,Grupo B,Grupo B,Grupo A
1301,0,417,4,21,1,1,0,1,228,1877,1439,26,"You bought Christine ice cream",438,1,Grupo B,Grupo B,Grupo A
1304,0,417,4,24,1,1,0,1,228,2148,1511,28,"You handed Courtney the notebook",637,1,Grupo B,Grupo B,Grupo A
1305,0,417,4,25,1,1,0,1,204,2496,1485,22,"You awarded a medal to Helen",1011,1,Grupo B,Grupo B,Grupo A
1307,0,417,4,27,1,0,0,1,206,2144,1579,5,"Katie handed the puppy to you",565,0,Grupo B,Grupo B,Grupo A
1313,0,417,4,33,0,1,0,1,655,2565,1639,33,"You dedicated the song to John",926,0,Grupo B,Grupo B,Grupo A
1318,0,417,4,38,0,1,0,1,333,2134,1635,35,"You gave Jesse another chance",499,0,Grupo B,Grupo B,Grupo A
1319,0,417,4,39,1,1,0,1,274,2891,1293,29,"You hit Paul the baseball",1598,1,Grupo B,Grupo B,Grupo A
1321,0,417,4,41,0,1,0,1,350,2812,1796,36,"You lavished Steve with praise",1016,0,Grupo B,Grupo B,Grupo A
1325,0,417,4,45,0,0,0,1,350,2675,2184,14,"The policeman radioed the message to you",491,1,Grupo B,Grupo B,Grupo A
1327,0,417,4,47,0,1,0,1,367,2434,1647,32,"You devoted your time to Tiana",787,0,Grupo B,Grupo B,Grupo A
1328,0,417,4,48,1,1,0,1,300,2271,1746,25,"You dispensed the rations to Kelly",525,1,Grupo B,Grupo B,Grupo A
1329,0,417,4,49,1,0,0,1,258,2437,1347,9,"Mike rolled you the marble",1090,0,Grupo B,Grupo B,Grupo A
1332,0,417,4,52,1,0,0,1,228,2457,1684,2,"Vincent donated money to you",773,0,Grupo B,Grupo B,Grupo A
1334,0,417,4,54,0,0,0,1,289,2211,1501,12,"Mike sold the land to you",710,1,Grupo B,Grupo B,Grupo A
1335,0,417,4,55,0,0,0,1,339,2736,2138,15,"Anna transferred responsibility to you",598,1,Grupo B,Grupo B,Grupo A
1340,0,417,4,60,1,0,0,1,275,2140,1693,4,"Jeff entrusted the key to you",447,0,Grupo B,Grupo B,Grupo A
1348,0,417,4,68,0,1,0,1,236,3146,1579,37,"You offered Chris some writing tips",1567,0,Grupo B,Grupo B,Grupo A
1352,0,417,4,72,0,0,0,1,331,2004,1304,18,"Amanda paid you tribute",700,1,Grupo B,Grupo B,Grupo A
1353,0,417,4,73,0,1,0,1,275,2702,1837,31,"You bestowed the honor upon Art",865,0,Grupo B,Grupo B,Grupo A
1354,0,417,4,74,1,1,0,1,257,2166,1681,21,"You delivered the Pizza to Andy",485,1,Grupo B,Grupo B,Grupo A
1357,0,417,4,77,0,0,0,1,222,2651,1371,20,"Your family sent you regards",1280,1,Grupo B,Grupo B,Grupo A
1364,0,418,2,4,1,1,0,1,305,2171,1620,28,"You shot Shawn the rubber band",551,1,Grupo A,Grupo A,Grupo B
1365,0,418,2,5,1,0,0,1,314,1898,1433,4,"Amber drove the car to you",465,0,Grupo A,Grupo A,Grupo B
1366,0,418,2,6,0,0,0,1,381,2019,1472,20,"Andy pitched you the idea",547,1,Grupo A,Grupo A,Grupo B
1368,0,418,2,8,0,1,0,1,284,2208,1856,33,"You transmitted the orders to Sara",352,0,Grupo A,Grupo A,Grupo B
1371,0,418,2,11,0,1,0,1,380,2438,2034,35,"You transferred responsibility to Anna",404,0,Grupo A,Grupo A,Grupo B
1372,0,418,2,12,0,1,0,1,299,1978,1371,32,"You sold the land to Mike",607,0,Grupo A,Grupo A,Grupo B
1382,0,418,2,22,1,1,0,1,232,1919,1634,24,"You entrusted the key to Jeff",285,1,Grupo A,Grupo A,Grupo B
1384,0,418,2,24,0,0,0,1,487,1725,1390,18,"Your sister blew you a kiss",335,1,Grupo A,Grupo A,Grupo B
1388,0,418,2,28,0,0,0,1,396,1991,1508,17,"Chris offered you some writing tips",483,1,Grupo A,Grupo A,Grupo B
1394,0,418,2,34,0,0,0,1,290,1906,1696,13,"John dedicated the song to you",210,1,Grupo A,Grupo A,Grupo B
1395,0,418,2,35,0,1,0,1,311,1599,1270,38,"You paid Amanda tribute",329,0,Grupo A,Grupo A,Grupo B
1399,0,418,2,39,0,0,0,1,927,2165,1733,16,"Steve lavished you with praise",432,1,Grupo A,Grupo A,Grupo B
1402,0,418,2,42,1,1,0,1,337,1789,1427,30,"You poured your dad some water",362,1,Grupo A,Grupo A,Grupo B
1405,0,418,2,45,1,0,0,1,295,2210,1489,3,"Jack kicked the football to you",721,0,Grupo A,Grupo A,Grupo B
1407,0,418,2,47,0,0,0,1,370,1598,1698,15,"Jesse gave you another chance",-100,1,Grupo A,Grupo A,Grupo B
1410,0,418,2,50,0,0,0,1,392,1442,1022,19,"He taught you a lesson",420,1,Grupo A,Grupo A,Grupo B
1412,0,418,2,52,0,1,0,1,409,1671,1407,40,"You sent your family regards",264,0,Grupo A,Grupo A,Grupo B
1413,0,418,2,53,1,1,0,1,386,1682,1186,26,"You threw Diane the pen",496,1,Grupo A,Grupo A,Grupo B
1414,0,418,2,54,0,0,0,1,734,2015,1746,12,"Tiana devoted her time to you",269,1,Grupo A,Grupo A,Grupo B
1416,0,418,2,56,0,1,0,1,311,2594,1724,37,"Ian received the complaint from you",870,0,Grupo A,Grupo A,Grupo B
1417,0,418,2,57,1,0,0,1,297,1811,1503,1,"Andy delivered the pizza to you",308,0,Grupo A,Grupo A,Grupo B
1418,0,418,2,58,1,0,0,1,391,1975,1559,8,"Courtney handed you the notebook",416,0,Grupo A,Grupo A,Grupo B
1421,0,418,2,61,0,1,0,1,349,2127,1310,39,"You told Liz the story",817,0,Grupo A,Grupo A,Grupo B
1422,0,418,2,62,0,1,0,1,1103,1662,1182,31,"You slipped Heather a note",480,0,Grupo A,Grupo A,Grupo B
1425,0,418,2,65,0,0,0,1,404,1807,1369,14,"Jenni sang you a song",438,1,Grupo A,Grupo A,Grupo B
1427,0,418,2,67,1,1,0,1,282,2209,1567,25,"You handed the puppy to Katie",642,1,Grupo A,Grupo A,Grupo B
1429,0,418,2,69,1,0,0,1,328,2777,1926,7,"Sally slid you the cafeteria tray",851,0,Grupo A,Grupo A,Grupo B
1434,0,418,2,74,1,0,0,1,266,1775,1396,6,"Christine bought you ice cream",379,0,Grupo A,Grupo A,Grupo B
1435,0,418,2,75,1,0,0,1,302,1671,1322,9,"Paul hit you the baseball",349,0,Grupo A,Grupo A,Grupo B
1438,0,418,2,78,1,0,0,1,360,2323,1704,10,"Adam conveyed the message to you",619,0,Grupo A,Grupo A,Grupo B
1448,0,419,1,8,0,0,0,1,348,1957,1704,10,"Adam conveyed the message to you",253,1,Grupo A,Grupo A,Grupo A
1449,0,419,1,9,1,0,0,1,342,1962,1696,13,"John dedicated the song to you",266,0,Grupo A,Grupo A,Grupo A
1451,0,419,1,11,1,1,0,1,290,2369,2065,34,"You radioed the message to the policeman",304,1,Grupo A,Grupo A,Grupo A
1452,0,419,1,12,0,1,0,1,352,1900,1645,27,"You kicked Joe the soccer ball",255,0,Grupo A,Grupo A,Grupo A
1454,0,419,1,14,0,1,0,1,334,1930,1634,24,"You entrusted the key to Jeff",296,0,Grupo A,Grupo A,Grupo A
1456,0,419,1,16,0,0,0,1,316,1800,1396,6,"Christine bought you ice cream",404,1,Grupo A,Grupo A,Grupo A
1457,0,419,1,17,1,0,0,1,281,1781,1472,20,"Andy pitched you the idea",309,0,Grupo A,Grupo A,Grupo A
1460,0,419,1,20,1,1,0,1,262,2462,2034,35,"You transferred responsibility to Anna",428,1,Grupo A,Grupo A,Grupo A
1472,0,419,1,32,1,0,0,1,347,1616,1698,15,"Jesse gave you another chance",-82,0,Grupo A,Grupo A,Grupo A
1473,0,419,1,33,1,0,0,1,363,1475,1022,19,"He taught you a lesson",453,0,Grupo A,Grupo A,Grupo A
1476,0,419,1,36,1,1,0,1,169,1984,1371,32,"You sold the land to Mike",613,1,Grupo A,Grupo A,Grupo A
1480,0,419,1,40,1,1,0,1,204,2731,1724,37,"Ian received the complaint from you",1007,1,Grupo A,Grupo A,Grupo A
1481,0,419,1,41,1,0,0,1,246,1895,1390,18,"Your sister blew you a kiss",505,0,Grupo A,Grupo A,Grupo A
1484,0,419,1,44,0,1,0,1,307,2427,1637,22,"You donated money to Vincent",790,0,Grupo A,Grupo A,Grupo A
1492,0,419,1,52,0,0,0,1,310,1770,1559,8,"Courtney handed you the notebook",211,1,Grupo A,Grupo A,Grupo A
1494,0,419,1,54,0,0,0,1,304,1696,1503,1,"Andy delivered the pizza to you",193,1,Grupo A,Grupo A,Grupo A
1495,0,419,1,55,1,1,0,1,311,1742,1407,40,"You sent your family regards",335,1,Grupo A,Grupo A,Grupo A
1496,0,419,1,56,1,0,0,1,292,1940,1746,12,"Tiana devoted her time to you",194,0,Grupo A,Grupo A,Grupo A
1500,0,419,1,60,1,0,0,1,282,1821,1508,17,"Chris offered you some writing tips",313,0,Grupo A,Grupo A,Grupo A
1502,0,419,1,62,0,1,0,1,259,1949,1186,26,"You threw Diane the pen",763,0,Grupo A,Grupo A,Grupo A
1504,0,419,1,64,0,0,0,1,467,1795,1489,3,"Jack kicked the football to you",306,1,Grupo A,Grupo A,Grupo A
1505,0,419,1,65,1,1,0,1,312,1992,1600,36,"You confessed your secret to Dan",392,1,Grupo A,Grupo A,Grupo A
1508,0,419,1,68,1,1,0,1,328,2058,1856,33,"You transmitted the orders to Sara",202,1,Grupo A,Grupo A,Grupo A
1510,0,419,1,70,1,0,0,1,254,1777,1369,14,"Jenni sang you a song",408,0,Grupo A,Grupo A,Grupo A
1511,0,419,1,71,1,1,0,1,266,1574,1310,39,"You told Liz the story",264,1,Grupo A,Grupo A,Grupo A
1515,0,419,1,75,0,1,0,1,394,2106,1567,25,"You handed the puppy to Katie",539,0,Grupo A,Grupo A,Grupo A
1524,0,420,3,4,0,0,0,1,152,1977,1684,2,"Vincent donated money to you",293,1,Grupo A,Grupo A,Grupo A
1530,0,420,3,10,1,1,0,1,140,2173,1837,31,"You bestowed the honor upon Art",336,1,Grupo A,Grupo A,Grupo A
1531,0,420,3,11,0,0,0,1,142,1910,1347,9,"Mike rolled you the marble",563,1,Grupo A,Grupo A,Grupo A
1533,0,420,3,13,0,0,0,1,151,2096,1473,10,"Your dad poured you some water",623,1,Grupo A,Grupo A,Grupo A
1537,0,420,3,17,0,1,0,1,148,1791,1439,26,"You bought Christine ice cream",352,0,Grupo A,Grupo A,Grupo A
1539,0,420,3,19,1,1,0,1,223,1894,1507,40,"You pitched Andy the idea",387,1,Grupo A,Grupo A,Grupo A
1540,0,420,3,20,1,0,0,1,178,1617,1277,19,"Liz told you the story",340,0,Grupo A,Grupo A,Grupo A
1542,0,420,3,22,1,1,0,1,139,1916,1390,34,"You sang Jenni a song",526,1,Grupo A,Grupo A,Grupo A
1545,0,420,3,25,1,1,0,1,131,2115,1579,37,"You offered Chris some writing tips",536,1,Grupo A,Grupo A,Grupo A
1548,0,420,3,28,0,1,0,1,184,2225,1744,30,"You conveyed the message to Adam",481,0,Grupo A,Grupo A,Grupo A
1549,0,420,3,29,1,0,0,1,167,2472,2138,15,"Anna transferred responsibility to you",334,0,Grupo A,Grupo A,Grupo A
1551,0,420,3,31,1,0,0,1,125,1779,1304,18,"Amanda paid you tribute",475,0,Grupo A,Grupo A,Grupo A
1554,0,420,3,34,1,1,0,1,183,1419,1126,39,"You taught him a lesson",293,1,Grupo A,Grupo A,Grupo A
1557,0,420,3,37,1,0,0,1,147,1831,1501,12,"Mike sold the land to you",330,0,Grupo A,Grupo A,Grupo A
1560,0,420,3,40,1,1,0,1,151,2087,1647,32,"You devoted your time to Tiana",440,1,Grupo A,Grupo A,Grupo A
1562,0,420,3,42,1,0,0,1,180,2139,1874,13,"Sara transmitted the orders to you",265,0,Grupo A,Grupo A,Grupo A
1567,0,420,3,47,1,0,0,1,149,2560,2184,14,"The policeman radioed the message to you",376,0,Grupo A,Grupo A,Grupo A
1570,0,420,3,50,1,0,0,1,149,1501,1647,16,"Dan confessed his secret to you",-146,0,Grupo A,Grupo A,Grupo A
1571,0,420,3,51,1,0,0,1,143,1668,1002,11,"Heather slipped you a note",666,0,Grupo A,Grupo A,Grupo A
1576,0,420,3,56,1,0,0,1,148,2028,1724,17,"You received the complaint from Ian",304,0,Grupo A,Grupo A,Grupo A
1577,0,420,3,57,0,0,0,1,116,2177,1523,7,"Joe kicked you the soccer ball",654,1,Grupo A,Grupo A,Grupo A
1581,0,420,3,61,0,1,0,1,189,1579,1321,24,"You drove the car to Amber",258,0,Grupo A,Grupo A,Grupo A
1583,0,420,3,63,0,1,0,1,113,2054,1746,25,"You dispensed the rations to Kelly",308,0,Grupo A,Grupo A,Grupo A
1589,0,420,3,69,1,0,0,1,155,1805,1371,20,"Your family sent you regards",434,0,Grupo A,Grupo A,Grupo A
1593,0,420,3,73,0,1,0,1,155,2146,1511,28,"You handed Courtney the notebook",635,0,Grupo A,Grupo A,Grupo A
1594,0,420,3,74,1,1,0,1,146,1766,1796,36,"You lavished Steve with praise",-30,1,Grupo A,Grupo A,Grupo A
1595,0,420,3,75,0,0,0,1,108,1908,1579,5,"Katie handed the puppy to you",329,1,Grupo A,Grupo A,Grupo A
1598,0,420,3,78,0,0,0,1,157,1558,1233,6,"Diane threw you the pen",325,1,Grupo A,Grupo A,Grupo A
1599,0,420,3,79,0,0,0,1,194,1791,1646,1,"Alex forked over the cash to you",145,1,Grupo A,Grupo A,Grupo A
1600,0,420,3,80,0,1,0,1,97,1841,1681,21,"You delivered the Pizza to Andy",160,0,Grupo A,Grupo A,Grupo A
1602,0,421,3,2,0,0,0,1,946,1774,1233,6,"Diane threw you the pen",541,1,Grupo A,Grupo A,Grupo B
1604,0,421,3,4,1,1,0,1,339,1963,1579,37,"You offered Chris some writing tips",384,1,Grupo A,Grupo A,Grupo B
1612,0,421,3,12,1,0,0,1,358,1679,1501,12,"Mike sold the land to you",178,0,Grupo A,Grupo A,Grupo B
1614,0,421,3,14,0,0,0,1,358,2077,1523,7,"Joe kicked you the soccer ball",554,1,Grupo A,Grupo A,Grupo B
1617,0,421,3,17,0,1,0,1,1322,1876,1483,23,"You kicked the football to Jack",393,0,Grupo A,Grupo A,Grupo B
1621,0,421,3,21,1,1,0,1,266,2170,1507,40,"You pitched Andy the idea",663,1,Grupo A,Grupo A,Grupo B
1624,0,421,3,24,0,0,0,1,265,1826,1347,9,"Mike rolled you the marble",479,1,Grupo A,Grupo A,Grupo B
1628,0,421,3,28,0,1,0,1,282,2218,1744,30,"You conveyed the message to Adam",474,0,Grupo A,Grupo A,Grupo B
1630,0,421,3,30,1,0,0,1,339,2221,1371,20,"Your family sent you regards",850,0,Grupo A,Grupo A,Grupo B
1631,0,421,3,31,0,0,0,1,288,2674,1579,5,"Katie handed the puppy to you",1095,1,Grupo A,Grupo A,Grupo B
1634,0,421,3,34,0,1,0,1,315,1803,1439,26,"You bought Christine ice cream",364,0,Grupo A,Grupo A,Grupo B
1636,0,421,3,36,0,0,0,1,359,2005,1684,2,"Vincent donated money to you",321,1,Grupo A,Grupo A,Grupo B
1637,0,421,3,37,1,1,0,1,375,1921,1639,33,"You dedicated the song to John",282,1,Grupo A,Grupo A,Grupo B
1641,0,421,3,41,0,1,0,1,214,3197,1321,24,"You drove the car to Amber",1876,0,Grupo A,Grupo A,Grupo B
1645,0,421,3,45,1,0,0,1,283,1850,1002,11,"Heather slipped you a note",848,0,Grupo A,Grupo A,Grupo B
1647,0,421,3,47,1,0,0,1,408,2134,1724,17,"You received the complaint from Ian",410,0,Grupo A,Grupo A,Grupo B
1650,0,421,3,50,1,1,0,1,348,2141,1647,32,"You devoted your time to Tiana",494,1,Grupo A,Grupo A,Grupo B
1652,0,421,3,52,0,0,0,1,648,1929,1693,4,"Jeff entrusted the key to you",236,1,Grupo A,Grupo A,Grupo B
